Date         0    Lo30   Med40    Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
193907  -99.99   13.78   15.51    9.64   14.09   14.93   14.59   14.27    9.40   13.41   14.33   13.57   15.75   15.47   13.98   16.50   13.05   11.88    8.95
193908  -99.99  -13.43  -11.44   -6.13  -13.44  -12.98  -10.75  -10.53   -5.87  -12.05  -13.92  -13.43  -12.71  -11.02  -10.57  -11.83   -9.78  -10.08   -5.08
193909  -99.99   55.31   31.24   15.24   70.05   42.11   31.56   21.19   15.10  100.73   59.44   45.63   40.01   36.01   28.46   28.20   17.29   21.28   14.00
193910  -99.99   -5.11   -0.60   -0.45   -8.09   -2.50    0.18    0.39   -0.57  -11.00   -6.83   -2.83   -2.29    0.37    0.04   -0.96    1.21   -0.96   -0.50
193911  -99.99  -12.95   -8.02   -3.06  -15.48  -10.35   -7.82   -5.85   -2.94  -17.70  -14.56  -11.13   -9.87   -8.66   -7.20   -7.65   -4.78   -6.43   -2.28
193912  -99.99   -0.22    3.86    2.98   -1.11    2.16    4.13    2.98    3.01   -4.11    0.08    0.40    3.23    4.04    4.20    3.75    2.53    2.87    3.04
194001  -99.99   -2.80   -2.33   -2.37   -4.52   -2.89   -2.27   -2.35   -2.36   -2.59   -5.26   -1.63   -3.63   -2.38   -2.19   -1.99   -2.56   -2.74   -2.29
194002  -99.99    4.98    3.15    1.23    5.71    3.19    3.82    2.67    1.12    5.23    5.91    4.50    2.40    3.46    4.09    2.59    2.71    0.55    1.22
194003  -99.99    3.22    3.19    1.88    2.27    2.52    3.40    2.63    1.86    2.62    2.13    3.86    1.70    4.46    2.63    3.41    2.17    2.34    1.78
194004  -99.99    5.19    2.21   -0.11    4.93    2.98    2.77   -0.37    0.00    5.40    4.74    5.37    1.47    3.30    2.37    1.77   -1.64   -0.61    0.11
194005  -99.99  -30.36  -27.95  -21.14  -32.62  -26.94  -27.30  -26.77  -20.86  -34.96  -31.69  -28.88  -25.67  -29.19  -25.89  -29.44  -25.12  -23.43  -20.41
194006  -99.99    5.52    7.01    6.65    5.30    5.56    6.50    7.50    6.62    5.16    5.36    5.66    5.50    6.04    6.83    8.14    7.12    6.90    6.57
194007  -99.99    2.58    4.76    3.04    2.58    3.11    5.86    3.74    3.00    2.27    2.69    2.58    3.45    5.86    5.85    3.89    3.65    3.49    2.91
194008  -99.99    3.00    2.58    2.14    1.60    3.10    2.00    2.38    2.16   -0.78    2.41    3.94    2.57    2.56    1.60    3.28    1.85    2.84    2.04
194009  -99.99    4.08    4.28    2.22    4.28    5.44    4.78    2.65    2.21    4.22    4.30    3.94    6.39    4.97    4.65    3.02    2.43    3.73    1.94
194010  -99.99    5.31    5.67    2.71    5.80    6.06    4.69    6.77    2.43   -1.04    8.04    4.99    6.72    3.89    5.28    6.50    6.93    4.00    2.15
194011  -99.99    0.73    0.39   -1.84   -0.10   -0.04    0.88   -1.04   -1.84   -0.77    0.10    1.28   -0.85    0.84    0.90    0.22   -1.80   -1.63   -1.88
194012  -99.99   -2.92   -0.41    0.88   -4.18   -1.83   -0.31   -0.32    0.97   -8.22   -2.98   -2.08   -1.67   -0.45   -0.22   -0.12   -0.44   -0.67    1.27
194101  -99.99   -0.65   -3.82   -4.20   -0.68   -1.71   -4.19   -3.81   -4.23    4.26   -2.07   -0.64   -2.36   -3.20   -4.90   -3.84   -3.79   -3.13   -4.42
194102  -99.99   -2.20   -2.09   -1.36   -3.18   -2.15   -1.92   -1.76   -1.36   -0.74   -3.91   -1.55   -2.52   -2.90   -1.21   -2.16   -1.50   -1.75   -1.29
194103  -99.99    2.95    1.11    0.76    2.91    1.97    1.08    0.59    0.79    3.07    2.86    2.98    1.33    1.42    0.84    1.08    0.28    1.02    0.75
194104  -99.99   -5.80   -5.74   -5.41   -6.15   -6.14   -5.14   -5.96   -5.38   -5.81   -6.26   -5.57   -6.51   -6.32   -4.29   -6.22   -5.80   -4.50   -5.54
194105  -99.99    1.41    1.25    1.44   -0.36    2.11    1.38    1.46    1.42   -0.30   -0.38    2.57    1.82    0.74    1.82    0.93    1.80    1.15    1.47
194106  -99.99    7.54    6.15    5.80   10.21    6.04    6.53    5.43    5.83   10.83   10.01    5.85    6.16    5.96    6.92    5.70    5.27    5.79    5.84
194107  -99.99   16.21   11.29    5.26   21.94   12.95    9.87   10.09    5.00   26.38   20.47   12.27   13.38   11.59    8.60   12.29    8.80    7.81    4.51
194108  -99.99   -0.50   -0.70   -0.08   -1.18   -0.84   -1.26    0.48   -0.13   -1.27   -1.15    0.01   -1.37   -1.97   -0.72    0.18    0.67   -0.52   -0.06
194109  -99.99   -3.18   -1.52   -0.77   -4.66   -1.86   -1.77   -0.91   -0.77   -5.64   -4.32   -2.08   -1.73   -1.82   -1.74   -1.17   -0.75   -0.83   -0.76
194110  -99.99   -5.68   -5.88   -5.10   -7.08   -6.14   -6.45   -5.00   -5.10   -8.39   -6.63   -4.66   -7.08   -6.18   -6.66   -4.83   -5.11   -4.50   -5.21
194111  -99.99   -5.16   -2.01   -1.85   -6.10   -3.33   -2.00   -1.37   -1.91   -6.71   -5.89   -4.49   -2.56   -2.32   -1.77   -1.84   -1.08   -2.51   -1.80
194112  -99.99  -11.62   -6.20   -4.68  -14.62   -9.62   -5.59   -5.47   -4.63  -16.50  -13.99   -9.52   -9.69   -8.62   -3.35   -5.78   -5.29   -6.18   -4.36
194201  -99.99   15.96    6.44    0.10   22.74   11.58    6.15    3.27   -0.05   35.18   18.65   11.46   11.66    8.69    4.38    5.17    2.15    4.78   -0.90
194202  -99.99   -2.02   -1.22   -2.58   -2.76   -1.20   -1.13   -1.74   -2.63   -2.33   -2.93   -1.47   -1.04   -0.33   -1.70   -1.38   -1.96   -2.39   -2.67
194203  -99.99   -5.19   -4.50   -6.77   -6.14   -3.80   -4.16   -5.62   -6.84   -8.00   -5.44   -4.49   -3.36   -5.39   -3.25   -5.27   -5.84   -5.70   -7.05
194204  -99.99   -4.31   -5.11   -4.24   -4.56   -4.64   -4.86   -5.47   -4.15   -2.68   -5.25   -4.14   -4.96   -4.05   -5.45   -5.45   -5.48   -4.97   -3.99
194205  -99.99    1.07    2.64    6.37   -0.17    1.82    2.16    3.95    6.53   -2.46    0.69    1.96    1.73    1.80    2.43    3.51    4.22    4.67    6.88
194206  -99.99    1.33    2.00    2.80    2.99    1.72    1.59    2.36    2.83    4.30    2.51    0.16    2.72    1.36    1.75    2.24    2.43    2.84    2.83
194207  -99.99    4.42    4.11    3.45    5.99    4.00    3.95    4.63    3.34    7.06    5.63    3.32    4.45    4.56    3.52    4.18    4.90    4.63    3.11
194208  -99.99    3.22    2.27    1.75    2.41    2.80    2.92    2.11    1.70    2.86    2.26    3.80    2.16    2.35    3.34    1.57    2.42    2.49    1.56
194209  -99.99    5.71    2.72    2.59    8.34    3.54    2.60    2.99    2.55   13.64    6.55    3.83    3.35    2.49    2.68    2.66    3.17    2.78    2.51
194210  -99.99   11.93    9.56    6.47   12.32   11.69    9.38    8.71    6.31   13.67   11.82   11.65   11.72    8.89    9.72    9.04    8.53    7.09    6.17
194211  -99.99   -2.34   -2.19    0.48   -3.60   -2.98   -1.49   -1.06    0.54   -5.43   -2.93   -1.40   -4.02   -1.54   -1.46   -2.37   -0.31   -0.38    0.72
194212  -99.99    2.00    4.28    5.28    0.26    3.93    3.72    5.41    5.25   -0.69    0.60    3.28    4.37    3.71    3.73    4.89    5.69    6.84    4.96
194301  -99.99   22.28   11.81    6.46   29.35   16.86   12.21    8.20    6.39   42.19   24.78   17.23   16.61   14.23   10.82    9.74    7.35    8.97    5.91
194302  -99.99   17.40    9.58    5.63   22.84   12.70    9.74    7.03    5.58   37.84   16.77   13.10   12.43   10.69    9.05    8.38    6.27    7.98    5.12
194303  -99.99   15.13    9.99    5.49   13.67   14.33   10.51    9.49    5.11    6.96   16.88   16.39   12.93    9.56   11.21    8.30   10.17    9.45    4.27
194304  -99.99    6.71    3.14    0.42    8.28    5.01    2.97    1.95    0.33   10.47    7.32    5.38    4.74    2.23    3.52    2.72    1.51    1.98   -0.01
194305  -99.99   12.78    7.43    5.43   15.32   11.57    7.30    5.88    5.38   20.27   13.07   10.60   12.25    9.07    6.02    5.68    5.99    5.13    5.44
194306  -99.99    0.48    0.96    1.97   -1.54    0.92    1.69    1.20    2.00   -3.67   -0.52    2.31   -0.04    0.40    2.65    0.49    1.61    1.62    2.08
194307  -99.99   -7.70   -6.94   -4.42   -7.29   -7.19   -6.38   -6.50   -4.31   -7.92   -7.03   -8.06   -6.60   -7.44   -5.62   -7.72   -5.78   -5.69   -4.02
194308  -99.99   -0.72    1.09    1.38   -1.47    0.13    1.14    1.29    1.39   -3.13   -0.78   -0.04    0.25    1.21    1.10    1.33    1.27    1.80    1.31
194309  -99.99    4.18    3.43    2.25    4.44    4.11    2.95    2.73    2.26    4.86    4.27    3.95    4.21    2.85    3.03    3.71    2.17    2.69    2.18
194310  -99.99   -0.22   -0.27   -1.17   -0.31    0.52   -0.39   -0.67   -1.21   -1.82    0.31   -0.15    0.96   -0.88   -0.04   -0.60   -0.71   -1.41   -1.17
194311  -99.99  -10.22   -8.40   -5.49  -11.73   -7.95   -8.39   -7.93   -5.33  -14.55  -10.61   -8.84   -7.38   -8.34   -8.43   -8.79   -7.43   -7.69   -4.85
194312  -99.99   11.04   10.00    5.98   11.99   10.14    9.53    8.76    5.83   13.77   11.32   10.20   10.11    9.40    9.62   10.53    7.73    8.16    5.38
194401  -99.99    5.99    3.58    1.49    6.19    5.29    3.97    2.60    1.40    8.64    5.24    5.81    4.97    4.07    3.89    2.60    2.60    2.27    1.22
194402  -99.99    2.14    0.77    0.35    3.04    0.19    1.51    1.11    0.25    4.51    2.46    1.34   -0.54    1.19    1.73    0.38    1.54    0.35    0.23
194403  -99.99    5.83    3.96    2.25    6.65    4.65    4.14    2.66    2.27    4.75    7.42    5.08    4.37    3.83    4.35    3.60    2.10    3.42    2.03
194404  -99.99   -3.63   -2.81   -1.47   -3.30   -3.31   -2.66   -3.11   -1.32   -4.04   -3.00   -3.94   -2.90   -2.80   -2.57   -2.96   -3.20   -2.09   -1.17
194405  -99.99    7.10    6.95    4.73    8.04    5.91    7.08    6.06    4.67    8.54    7.84    6.22    5.71    7.16    7.03    7.25    5.34    6.05    4.39
194406  -99.99   12.84    9.33    4.98   15.08    9.29    8.71    8.57    4.78   20.54   12.89   10.73    8.36    8.45    8.89   10.45    7.41    6.41    4.44
194407  -99.99   -1.69   -1.17   -1.49   -1.71   -1.51   -0.85   -1.21   -1.53   -2.94   -1.16   -1.67   -1.41    0.07   -1.52   -1.48   -1.03   -1.84   -1.46
194408  -99.99    3.18    3.17    1.36    2.73    3.35    3.42    2.29    1.31    4.52    1.92    3.61    3.18    3.94    3.04    2.87    1.92    2.44    1.07
194409  -99.99    0.39   -0.06    0.04    0.08    0.08    0.48    0.05    0.00   -1.52    0.81    0.67   -0.34    0.19    0.70   -0.61    0.47   -0.21    0.05
194410  -99.99    0.50   -0.58    0.29    1.00   -0.28   -0.32   -0.26    0.30    0.08    1.40    0.04   -0.50   -0.13   -0.45   -0.92    0.16   -0.02    0.37
194411  -99.99    3.41    1.83    1.68    3.12    2.56    1.72    2.40    1.60    2.18    3.53    3.69    1.75    2.12    1.43    1.99    2.65    1.56    1.61
194412  -99.99    7.94    7.10    3.55    9.42    7.52    6.86    5.86    3.41   10.58    8.92    6.56    8.22    7.06    6.72    6.98    5.14    4.88    3.10
194501  -99.99    5.74    3.47    1.79    5.01    5.13    3.87    2.75    1.71    7.26    4.01    6.43    4.19    4.47    3.42    2.71    2.78    2.58    1.52
194502  -99.99    9.24    8.62    5.83    9.70    9.19    8.18    8.38    5.64   12.09    8.61    8.81    9.47    8.52    7.93    8.83    8.08    6.83    5.38
194503  -99.99   -7.10   -5.26   -3.58   -9.51   -4.75   -5.63   -4.22   -3.57  -11.76   -8.45   -4.81   -4.71   -5.97   -5.37   -5.03   -3.70   -4.65   -3.33
194504  -99.99    8.88    9.58    7.58    8.69    9.65    9.06    8.77    7.55    9.28    8.42    9.04   10.09    8.70    9.32   10.02    7.96    8.85    7.26
194505  -99.99    3.87    2.69    1.57    3.93    3.11    2.48    2.11    1.57    6.40    2.79    3.82    2.60    1.98    2.86    2.99    1.53    1.04    1.69
194506  -99.99    6.00    3.42   -0.19    8.06    3.45    3.18    2.78   -0.39   12.96    5.70    4.15    2.93    2.76    3.50    3.89    2.05    1.14   -0.73
194507  -99.99   -3.91   -3.34   -1.89   -3.81   -3.71   -4.25   -3.05   -1.73   -4.14   -3.64   -4.01   -3.49   -4.75   -3.88   -2.16   -3.62   -3.46   -1.35
194508  -99.99    6.56    7.00    6.09    6.15    6.50    7.07    6.74    6.06    5.31    6.58    6.96    6.17    7.85    6.49    7.22    6.42    8.40    5.56
194509  -99.99    6.60    6.81    4.45    6.74    6.84    6.56    6.54    4.29    5.89    7.16    6.46    7.12    6.20    6.84    7.00    6.24    5.70    3.97
194510  -99.99    8.08    5.65    3.53   11.05    6.09    5.20    5.18    3.41   13.22    9.97    5.13    6.80    4.78    5.53    5.74    4.81    5.39    2.97
194511  -99.99   11.51    9.13    4.61   11.70   10.50    8.79    9.89    4.05   14.27   10.40   11.32    9.91    9.26    8.45    9.22   10.33    5.19    3.79
194512  -99.99    3.08    2.81    0.90    3.59    3.79    1.28    2.25    0.87    2.26    4.28    2.54    4.71    1.48    1.13    3.87    1.17    2.33    0.53
194601  -99.99   12.58    8.46    5.70   14.30    9.27    8.48    8.05    5.49   17.08   12.87   10.77    8.20    9.43    7.76    8.54    7.73    5.47    5.50
194602  -99.99   -6.96   -6.90   -5.47   -7.10   -6.72   -7.17   -6.17   -5.43   -7.59   -6.83   -6.80   -6.66   -7.13   -7.20   -6.70   -5.81   -6.54   -5.17
194603  -99.99    3.86    8.01    5.69    3.68    6.37    7.47    7.46    5.58    1.99    4.58    4.06    8.06    7.37    7.55    8.59    6.69    7.01    5.25
194604  -99.99    7.03    5.81    3.95    8.12    7.04    5.26    4.59    3.96    9.90    7.20    5.86    7.87    4.57    5.79    5.62    3.88    3.12    4.16
194605  -99.99    5.34    5.89    3.58    5.00    5.86    6.24    6.02    3.28    2.83    6.14    5.71    5.96    6.10    6.35    5.47    6.40    4.53    2.99
194606  -99.99   -5.47   -5.62   -3.53   -5.28   -5.47   -5.35   -5.65   -3.32   -5.60   -5.12   -5.68   -5.33   -5.45   -5.28   -6.03   -5.38   -4.31   -3.09
194607  -99.99   -5.49   -4.05   -2.31   -5.43   -4.45   -4.24   -4.05   -2.12   -5.20   -5.55   -5.57   -3.60   -4.11   -4.34   -4.00   -4.09   -2.99   -1.92
194608  -99.99   -8.58   -7.82   -6.10   -8.77   -8.31   -7.51   -6.76   -6.11   -8.51   -8.90   -8.38   -8.25   -7.50   -7.51   -8.04   -5.94   -5.83   -6.18
194609  -99.99  -15.44  -13.12   -9.37  -16.41  -14.20  -12.71  -12.41   -9.11  -17.74  -15.73  -14.41  -14.04  -13.47  -12.12  -13.27  -11.87  -10.41   -8.80
194610  -99.99   -1.70   -1.43   -1.46   -1.15   -1.55   -1.63   -1.21   -1.49   -0.48   -1.48   -2.28   -1.01   -0.06   -2.80   -1.35   -1.13   -1.90   -1.40
194611  -99.99   -0.62    0.27   -0.03   -1.05   -0.48    0.01    0.48   -0.05   -0.77   -1.19   -0.17   -0.70    0.25   -0.18    0.97    0.17   -0.66    0.09
194612  -99.99    3.72    5.78    4.91    3.86    4.94    5.74    5.44    4.88    1.10    5.27    3.58    5.94    5.58    5.86    5.77    5.24    6.05    4.61
194701  -99.99    4.50    1.81    1.11    4.78    3.41    2.12    0.88    1.14    5.81    4.27    4.22    2.84    1.49    2.60    1.01    0.80    0.92    1.20
194702  -99.99    0.00   -0.78   -1.12   -0.06   -0.18   -0.79   -1.32   -1.08    0.53   -0.35    0.05   -0.35   -0.71   -0.85   -0.95   -1.56   -1.32   -1.02
194703  -99.99   -4.18   -2.60   -1.37   -3.82   -3.67   -2.21   -1.85   -1.39   -4.08   -3.69   -4.55   -3.03   -2.15   -2.26   -2.90   -1.18   -2.43   -1.16
194704  -99.99   -8.80   -7.90   -4.13   -9.50   -8.17   -7.74   -7.29   -3.85  -11.19   -8.64   -8.06   -8.25   -7.54   -7.89   -7.96   -6.89   -6.77   -3.19
194705  -99.99   -5.23   -3.24   -0.50   -5.87   -3.91   -3.64   -3.24   -0.19   -6.66   -5.49   -4.55   -3.45   -3.96   -3.40   -2.66   -3.60   -2.26    0.26
194706  -99.99    5.13    5.52    5.28    5.48    5.32    5.22    6.00    5.20    6.43    5.02    4.77    5.70    4.24    5.95    5.82    6.11    6.21    4.98
194707  -99.99    7.75    6.23    3.76    7.68    6.54    6.56    5.88    3.57    7.98    7.53    7.83    5.61    5.30    7.50    6.07    5.75    4.54    3.37
194708  -99.99   -2.32   -0.73   -1.84   -2.65   -1.46   -1.24   -1.59   -1.76   -3.47   -2.23   -1.98   -1.08   -1.22   -1.26    0.03   -2.64   -2.02   -1.71
194709  -99.99    1.42    0.50   -0.66    1.07    1.11    0.53    0.55   -0.78    1.63    0.79    1.78    0.62    0.79    0.35    0.42    0.63    0.40   -1.04
194710  -99.99    4.09    3.36    2.35    4.34    3.53    3.42    2.22    2.44    3.45    4.79    3.84    3.31    2.35    4.21    3.32    1.50    2.78    2.36
194711  -99.99   -3.57   -2.66   -1.70   -3.26   -3.57   -2.69   -2.82   -1.57   -2.88   -3.45   -3.89   -3.34   -3.28   -2.26   -2.39   -3.10   -2.29   -1.41
194712  -99.99    1.66    2.27    3.24    1.88    1.49    1.99    2.83    3.28    1.85    1.90    1.43    1.53    1.71    2.20    2.87    2.80    3.61    3.20
194801  -99.99   -1.10   -2.18   -4.19   -0.18   -1.79   -2.62   -2.35   -4.33    2.62   -1.58   -2.05   -1.60   -1.83   -3.18   -1.87   -2.67   -4.24   -4.35
194802  -99.99   -6.85   -6.03   -4.00   -7.16   -6.47   -6.09   -5.32   -3.91   -7.60   -6.94   -6.53   -6.43   -4.95   -6.91   -5.83   -4.97   -4.90   -3.69
194803  -99.99    9.76    9.36    7.95   10.83    8.75    9.60    9.95    7.71   10.01   11.26    8.63    8.84    8.99   10.06    9.27   10.41   11.19    6.96
194804  -99.99    4.14    4.29    3.56    4.31    3.38    3.02    5.03    3.49    5.95    3.46    3.97    2.95    2.31    3.53    6.25    4.22    3.76    3.44
194805  -99.99    9.23    8.53    7.26    9.52    8.86    8.94    7.56    7.26   11.85    8.29    8.92    8.82    7.39   10.07    7.98    7.28    8.91    6.88
194806  -99.99   -0.61   -1.52    0.24   -0.55   -0.64   -1.86   -1.42    0.40   -1.19   -0.20   -0.67   -0.62   -1.57   -2.06   -1.43   -1.40   -0.45    0.60
194807  -99.99   -5.71   -5.19   -4.96   -5.73   -4.73   -5.32   -4.85   -5.01   -6.15   -5.52   -5.68   -4.03   -5.55   -5.15   -5.45   -4.45   -5.85   -4.82
194808  -99.99   -1.00    0.07    0.42   -1.49   -0.52    0.38    0.35    0.39   -1.36   -1.56   -0.50   -0.53   -0.36    0.91   -0.08    0.63   -0.03    0.49
194809  -99.99   -4.49   -4.26   -2.68   -5.15   -3.57   -4.45   -4.34   -2.52   -5.26   -5.09   -3.81   -3.40   -4.79   -4.21   -4.35   -4.34   -3.11   -2.39
194810  -99.99    5.37    5.13    6.15    4.82    4.86    4.91    5.71    6.19    5.16    4.65    5.94    4.09    4.96    4.87    5.74    5.69    5.17    6.41
194811  -99.99  -11.64  -10.68   -8.99  -11.85  -10.35  -10.16  -10.35   -8.94  -10.73  -12.42  -11.42   -9.56  -10.36  -10.01  -11.68   -9.48  -10.08   -8.70
194812  -99.99   -0.17    1.72    3.62   -0.96    0.50    1.86    2.63    3.68   -3.12    0.16    0.63    0.40    1.06    2.43    2.02    3.02    3.44    3.73
194901  -99.99    2.78    1.06    0.17    3.61    1.51    0.44    1.64    0.04    3.44    3.70    1.96    1.18    1.36   -0.21    1.73    1.58    0.89   -0.14
194902  -99.99   -4.83   -3.77   -2.68   -4.58   -5.28   -3.74   -2.65   -2.72   -5.30   -4.22   -5.08   -5.43   -3.98   -3.57   -3.23   -2.29   -1.88   -2.89
194903  -99.99    6.57    6.06    3.81    6.90    6.14    6.27    4.80    3.77    6.92    6.89    6.24    6.06    6.45    6.14    5.81    4.17    4.57    3.60
194904  -99.99   -2.72   -3.48   -1.50   -2.89   -3.41   -3.49   -3.05   -1.37   -2.70   -2.99   -2.54   -4.03   -1.76   -4.73   -3.28   -2.90   -2.27   -1.18
194905  -99.99   -5.78   -3.55   -2.68   -6.61   -4.04   -3.56   -2.49   -2.77   -5.74   -7.04   -4.95   -3.37   -2.95   -4.00   -3.60   -1.78   -1.78   -2.98
194906  -99.99   -1.32   -1.23    0.44   -0.89   -1.37   -1.53   -0.24    0.47   -1.00   -0.84   -1.74   -1.09   -1.02   -1.91   -0.93    0.19    0.94    0.37
194907  -99.99    5.98    6.65    5.47    5.97    6.62    6.61    6.36    5.40    7.61    5.18    6.00    7.05    6.63    6.59    6.57    6.23    5.10    5.47
194908  -99.99    2.28    2.74    2.71    2.47    2.42    2.91    2.34    2.76    1.28    3.05    2.10    2.63    4.12    2.05    2.58    2.18    1.72    2.99
194909  -99.99    4.42    4.42    2.98    4.22    4.81    4.32    4.34    2.85    5.57    3.57    4.62    4.95    4.07    4.50    4.35    4.33    3.76    2.66
194910  -99.99    5.17    3.12    3.21    5.65    3.84    3.64    2.66    3.26    7.55    4.72    4.68    3.27    3.69    3.60    2.48    2.77    2.58    3.40
194911  -99.99   -0.20    1.65    2.01   -0.95    0.81    1.10    2.09    2.03   -1.71   -0.56    0.56    0.98    0.86    1.28    2.52    1.82    2.82    1.86
194912  -99.99    8.16    6.95    4.89    7.80    7.26    8.04    6.08    4.77    9.22    7.09    8.52    6.40    7.38    8.52    5.87    6.21    5.87    4.53
195001  -99.99    5.33    3.68    1.42    6.23    4.37    4.50    2.38    1.34    5.43    6.64    4.42    4.34    5.42    3.85    2.51    2.30    2.19    1.16
195002  -99.99    2.55    1.26    1.55    2.53    2.09    0.81    1.58    1.55    2.38    2.61    2.58    1.75    0.08    1.33    1.62    1.56    2.05    1.44
195003  -99.99   -0.64   -0.24    1.63   -0.07   -0.38   -0.33    0.64    1.67   -0.23    0.01   -1.22    0.22   -1.08    0.20   -0.28    1.21    0.32    1.97
195004  -99.99    5.92    5.07    3.97    6.35    6.02    5.69    3.55    4.03    6.05    6.49    5.48    6.39    5.87    5.56    3.88    3.34    3.69    4.11
195005  -99.99    2.30    3.28    4.68    2.41    3.02    2.32    3.59    4.83    3.92    1.65    2.20    3.58    2.47    2.21    4.33    3.13    4.08    4.99
195006  -99.99   -9.29   -7.22   -5.52  -10.15   -8.16   -7.25   -7.45   -5.31   -9.53  -10.47   -8.40   -7.99   -7.01   -7.42   -6.91   -7.80   -6.32   -5.09
195007  -99.99    7.88    4.04    0.96    8.95    6.46    4.34    3.26    0.73    9.48    8.68    6.83    6.20    4.27    4.38    2.97    3.45    1.75    0.51
195008  -99.99    4.75    5.01    4.94    4.93    4.47    5.27    4.30    5.04    4.50    5.15    4.57    4.39    6.13    4.67    4.92    3.90    4.59    5.14
195009  -99.99    4.63    5.93    4.77    3.84    5.69    5.87    6.05    4.65    4.26    3.62    5.42    5.88    4.93    6.52    6.02    6.07    5.69    4.42
195010  -99.99   -0.50   -0.50    0.03   -0.41    0.37   -0.46   -1.24    0.17   -0.51   -0.36   -0.58    1.04   -0.24   -0.60   -1.07   -1.35   -0.98    0.41
195011  -99.99    3.57    3.42    2.77    3.37    3.37    3.17    3.67    2.70    3.02    3.54    3.77    3.10    2.27    3.80    3.83    3.56    3.89    2.45
195012  -99.99   11.70    7.86    5.18   12.86   10.04    7.53    6.86    5.06   15.91   11.30   10.54    9.69    6.18    8.45    7.61    6.39    6.16    4.82
195101  -99.99    8.67    7.48    5.53    8.69    8.12    8.08    7.09    5.35    8.05    9.02    8.64    7.74    8.71    7.66    6.70    7.35    5.34    5.35
195102  -99.99    0.60    0.97    1.65    0.53    1.11    0.94    1.54    1.62    0.34    0.64    0.66    1.43    0.78    1.04    0.84    1.99    1.98    1.54
195103  -99.99   -4.94   -3.62   -1.74   -5.28   -3.65   -3.79   -3.21   -1.62   -7.07   -4.33   -4.60   -2.97   -3.21   -4.17   -3.65   -2.93   -2.52   -1.43
195104  -99.99    4.14    4.45    5.11    4.00    4.20    4.43    4.71    5.14    3.92    4.04    4.29    4.14    4.84    4.15    4.59    4.79    4.28    5.33
195105  -99.99   -3.41   -2.16   -2.23   -3.89   -3.20   -2.21   -2.15   -2.21   -2.79   -4.45   -2.93   -3.40   -1.68   -2.57   -1.66   -2.45   -1.28   -2.41
195106  -99.99   -6.67   -5.18   -2.04   -6.57   -5.70   -6.01   -3.90   -1.89   -7.02   -6.33   -6.77   -4.95   -5.32   -6.48   -4.30   -3.64   -2.36   -1.78
195107  -99.99    5.54    6.48    7.20    4.34    6.32    5.91    7.49    7.16    3.83    4.60    6.75    6.03    5.96    5.87    7.29    7.62    7.26    7.14
195108  -99.99    5.49    4.45    4.37    6.06    4.97    4.94    3.67    4.44    6.80    5.69    4.92    5.00    5.62    4.45    3.72    3.64    3.68    4.61
195109  -99.99    3.21    2.28    0.56    2.38    3.36    2.20    2.38    0.38    1.22    2.97    4.05    2.90    2.59    1.93    2.16    2.52    2.10    0.01
195110  -99.99   -2.40   -2.65   -2.34   -2.45   -2.97   -2.27   -2.54   -2.33   -1.35   -3.01   -2.34   -3.41   -1.85   -2.58   -2.83   -2.35   -2.26   -2.35
195111  -99.99    0.03    1.46    0.58   -0.56    0.53    1.01    1.69    0.52   -1.31   -0.17    0.60    0.47    1.14    0.91    2.31    1.29    1.08    0.39
195112  -99.99    0.39    1.52    3.80    0.39    1.08    0.71    2.22    3.97   -0.31    0.75    0.40    1.55    0.72    0.70    2.44    2.08    2.74    4.24
195201  -99.99    1.68    1.55    1.63    1.48    1.77    1.52    1.71    1.61    1.99    1.21    1.87    1.71    1.70    1.39    1.52    1.83    2.02    1.52
195202  -99.99   -2.53   -1.74   -2.62   -2.99   -2.04   -1.83   -1.66   -2.71   -3.20   -2.88   -2.08   -2.01   -1.60   -1.99   -1.56   -1.73   -2.46   -2.76
195203  -99.99    2.43    2.81    4.88    2.09    2.63    2.75    3.66    4.95    0.87    2.72    2.75    2.54    2.40    3.00    2.97    4.10    3.97    5.17
195204  -99.99   -4.81   -4.24   -4.94   -4.40   -4.63   -4.11   -4.85   -4.92   -4.42   -4.38   -5.19   -4.24   -4.28   -3.99   -4.38   -5.16   -4.34   -5.05
195205  -99.99    1.74    2.72    3.44    1.38    2.37    2.52    2.81    3.51    0.79    1.68    2.09    2.56    2.68    2.41    2.99    2.69    3.38    3.54
195206  -99.99    3.03    3.25    4.13    3.05    2.82    2.98    3.45    4.21    2.66    3.25    3.01    2.69    2.75    3.14    3.73    3.27    2.92    4.49
195207  -99.99    1.13    0.90    1.08    1.21    0.94    1.16    1.16    1.04    0.05    1.77    1.05    0.87    1.00    1.27    0.62    1.50    1.11    1.02
195208  -99.99    0.39    0.26   -0.76    0.08    0.51    0.16    0.02   -0.82   -0.35    0.29    0.68    0.39    0.65   -0.18    0.33   -0.16   -0.19   -0.95
195209  -99.99   -1.38   -1.54   -1.93   -1.23   -1.65   -1.45   -1.59   -1.96   -0.88   -1.39   -1.53   -1.73   -0.32   -2.23   -1.57   -1.60   -1.60   -2.04
195210  -99.99   -1.18   -1.11   -0.43   -1.06   -1.70   -0.94   -0.91   -0.39   -0.36   -1.40   -1.29   -1.98   -1.34   -0.66   -1.03   -0.83   -1.49   -0.15
